text,label
Has its struggles but willing to work with you,5
Management is great and clear expectations are always set,5
Fortune 500 with a start up feel (In a good way),5
"Good work culture, good work-life balance, interesting work for software devs, friendly people.",5
Nepotism at its best resulting in high churn rates,2
Great company to work for due to great people,4
It is one of the best company that gives maximum service to its employees.,5
A Bad Company that you don't want to work with!,1
If you have no goals or Progress in career this company for you,2
Pays the bills but it's a disorganized and very confusing job,2
Nostalgic for the ‘old times’ when white men ruled and companies were run like they were in the Industrial Age?,2
"Interesting Place to Work, but I would only work here out of desperation",1
Great to shop there. Not so great as an employee,2
A positive experience with caring and highly professional coworkers,4
"Great place to start out at, not a long term career though.",4
Good job if you are okay with health care industry,4
Explore all your options first before considering a job here,1
"NTU brings me good exposure toward academic research, help to improve necessary skills to conduct independent projects",4
It is a great organisation for someone to startwith and learn,1
"Worst job I’ve ever had, this company only cares about money.",1
Don't work at their Ocala Practice Smiles at Heathbrook,1
Management does not know how to manage and treat their employees. Worst company to work for.,1
"Worst place to work for minorities, diversity in Canada.",1
Lack of Diversity at Sr. Manager level and above,1
"Bureaucracy and politics are a company core competency, I'm surprised anything gets shipped.",1
Required to get an opportunity in technical support Engineer,4
I dont work there but f*cking glassdoor makes this a mandatory field to input,5
Fine if you're a white male FA...not so great for any females and BOAs,2
I love being able to help people while learning new things!,5
Boeing I.T. execs no longer value their employees - used to be good - no longer,1
"A great consulting firm to start your career with. Good culture, cool cases, long hours, great learning opportunities.",4
Considering they require a bachelor's degree they severely underpay.,2
Very stable and a company where you can retire,4
Got rid of my position and didn't tell me.,2
Don't join unless it's the last option you have,1
"Diversion and inclusion hiring practice is true, they treat everyone equally bad.",1
Very competitive environment but with a good salary package,4
Have to belong to the click to get ahead,1
"great work/life balance, but very high-level managament is disorganized",4
"Wonderful the first 4 years, awful the last 2",2
"A LOT of hours, mediocre pay, but you might get lucky and work with a great team",4
Overall great experience for those who care about people,4
Good but not for long term and Carreer development. Pay isn't great.,2
PwC Vietnam provides  great opportunities to learn and develop,5
Senior IT was chaotic but overall good place to work,4
Good place to start not necessarily to stay forever,4
Little to no Upward Mobility on the Marketing Side,2
It's a dead end job unless you are married to the company.,2
I have worked at Sears for two years and have enjoyed most of my time here until recent events.,2
TeleTech treats you like a number instead of an employee.,2
Great blue-chip company to start and build your career,5
Great Company with awesome values from the very top,5
Join only if you don't have any other option.,1
"Good company overall, but can be stuck working in a silo.",4
Good company if you live in Northern New England,4
"A great deal of energy from management, but no clear direction provided.",4
"Always rooting for them, not confident it will change",2
Strong company but needs to open up more opportunities for growth,4
The company is great. Sales quotas weekly were a little high but the atmosphere and the friends I met were great!,5
"Poor planning, upper management protecting his/her own job rather than company goals.",1
Do not join this organization if you want to learn new skills other than satisfying the egos of higher management.,2
Finding an upscale establishment to utilize my expertise to benefit the growth of the company,5
I worked at Bath and Body Works for about a year and a half. I had a wonderful management team and wonderful co-workers.,5
"It was horrible i hated going to work because the people that i work with were very rude, judging, and disrespectful....",1
An excellent way to get hands on work experience in an academic setting,5
My experience at Ace Hardware was basically just old men trying to get me in bed with them,1
Fake reviews!!  Terrible company. Don’t feed into the dream they sell,1
"You are spread so thin, you will get burnt out very fast.",1
"A fancy webpage, gobs of reading material, no real substance",2
"It's shiny on the outside, but horrible on the inside",1
They do not care about you if you are not in the inner circle,2
Flexibility and nice place to have on your resume,5
"Store level employees are like family. Everyone else are greedy, heartless, and unfortunately typical corporate a-holes.",1
"Lack of strong People Leaders, in Experience - Customer Service team",1
Your succes as an employee is in your line manager's hands,2
100% agree with the person who said IT will suck you dry,2
Managed billion dollar accounts and started innovation initiative in the company.,5
Good company if you got the opportunity and if you joined at senior level.,4
"I felt as if I was treated as a child, and never given the opportunity to do my job.",1
"Relaxed & causal environment, but not much opportunity for growth. Work/life balance is the best reason to work here",4
"Great experience, big company with a ""start up"" culture.",5
This is a horrible place to work at and I do not recommend this company to anyone.,1
I have gained invaluable experience and training through the Air Force!,4
Only work for Sephora Australia if you want to be treated like a child.,1
Real Deal: What's it's like to work as an Associate/AC at ZS from someone who's been through the ups and downs,2
Very polite work environment but very hierarchical and sexist,4
"Solid support structure, but can be difficult to move past entry level",4
"Bad company, stay away, don´t trust any of the management.",1
Company is overall good but work culture is not at all appreciable,2
You Sow What Your Reap...But It Does Depend On Which Division You're In,4
Good job if you have a good client and a good boss or else can be really bad also,5
"If you can find a good pocket, it's the best.",4
Toxic company going through growing pains of going private,1
"Pros and cons, don't know yet how to rate that company",4
"Worst job I’ve ever had, this company only cares about money.",1
"One of the good company in his competitive companies, Salary Hike may vary based on different different clients.",4
Good company but little corporate oversight of field offices,4
The Top Management is ruining everything Saipem India stood for,1
Honda Marysville plant is not a great company to work for,1
Stodgy old company with no plan for the future.,2
Supporting client products and troubleshooting issues related to product,5
each store is different but I've worked in three in my town and I wouldn't recommand any of them,1
"So much stress and misery. At any moment, you can hear a coworker sobbing in the background.",1
"Unprofessional, sleezy company. Management is very strict and just cares about sales.",2
"It was a great job. Friendly people, nice pay, and understanding staff.",4
Stay away from this company. They are playing dengerous mind games.,1
Hard work pays off but patience is a virtue.,4
"Proud to work in a company like Nestle, can learn more about principle & good practices.",4
Good company if you dont want a personal life,2
Used to feel like a startup now very corporate,4
Probably not the best place if you want to stand out,4
Good for the beginners but at the end you don't have career development plan from the company side.,2
Top tier operation with a long and strong fincial history. Countless opportunities for advancement.,5
Microsoft IDC - MSIT - CFE - Good learnings & decent pay,4
More than 4 years of experience in customer service.,5
"A great place to start your career, but very political and growth beyond Associate requires luck as well as performance",4
"If you need a place to get depressed, then this organization is for you",1
"KOHLER has given me many opportunities to learn, grow, advance my skills and challenge myself.",4
"Lots has changed since the Wachovia merger, for the worse",1
Good place to work for personal life but not career development,4
Great place to start a career in HC consulting,5
"Good place to work, middle of the road base salary but above average incentive potential",4
A rare chance to work w/ great people committed to one thing; to change the healthcare industry by putting patients 1st.,5
I am so exited because it is a best platform tomake my career,5
"Is good to work in a place you can always do something new, and make a difference.",4
If you are really flexible with days and hours,2
You'll need to find an influencial mentor to succeed here...,1
Great position to develop your potential in the IT environment,5
"Toxic, terrible, and will cause you to go into debt and dark places. Steer Clear of this place and people!!!",1
High turn over and lack of care for employees and customers,1
I love most of my coworkers and my manager is amazing!,5
95% planning 5% execution. Better not have a family or they come second.,2
Advice - talk to someone with the MOS before you join,1
A company going in reverse direction  (good to bad to worse),1
Getting more corporate every day-- but nice co-workers and always interesting,4
"a lot of performative woke-ism, no burnout relief provided for field teams.",1
It all in the management. bad management and the store goes down.,1
"Waste of time for long term career. Old school management will tank your career, self esteem, and efforts.",1
Good company if you like to travel a lot,4
Good company if you want to be stuck at one place your entire life,2
"All in all, good place to work, gain experience, and earn money if you have a good contract",4
"A great company, with a ton of resources and opportunities.",4
"My honest assessment of Diversity, Equity, and Inclusion at Sage",5
"Great place to work in, great environment, view and colleagues",5
SEO executive help companies improve their website and increase visitor numbers,5
"Horrible, this company cares very little about its clients",1
BlackRock GP services( GPAS - Green Package Analytics and Support),2
chances of being fired before your 12 year mark is high,1
Managing the Revenue for a cluster of Television channels,5
Proud that HP stands up for human rights and the environment and also supports their employees' efforts,5
Very good place to work and has a lot of opportunity to grow and build a career,4
They are in the midst of downsizing-becoming very cut throat,2
Great work life balance and atmosphere to work in,5
"Used to be a great place to work, but going downhill",2
Archaic & hierarchical bank which is unwilling to invest in & retain the new generation of employees.,1
PNC Bank @ PNC Place (D.C.) Great Place To Work,5
"Nice company to get experience, but no for a long term career",4
A great way to earn money and get your studies done at the same time,5
The predicted headwinds might be upgraded to hurricane-strength gales!,2
Very nice and community-oriented place to work.  In tuned with diversity.,4
Great customer service not so great long term career,2
Nice niche company and resume builder to land a more solid career track,2
"Senior system engineer for Android smart phone development, including system performan optimization, integration",4
Good choice if you want to take work in calm manner,4
The Bank is stuck in the 1990s when it comes to technology.,1
If you like morally bankrupt leadership this is the place for you,1
Freedom to contribute in the way you as an expert decides is best and to choose your own career path.,5
1 star... Negative marking is not available in glassdoor,1
"Sacrifice employees for new management's new staff, will do and say whatever is necessary to accomplish.",1
Place to accomplish your career aspiration and personal goals.,5
"Nice and relaxed atmosphere, not so many great projects",4
"""High turnover, everyone is only there for a paycheck""",2
"Great job while at school, I worked the Mobile department and fair was good for retail but not great for what we did.",5
"INSIDE SALES, WORST JOB OF MY LIFE. READ IF YOU ARE CONSIDERING A JOB IN HIGHLANDS RANCH, CO",1
"Opportunities, Training, and Education  for anyone at any level of Sales experience",5
good compamy to work for if your a teen,4
"Good for a part time hourly, but if your female and in management RUN!",2
If the Ritz were a person Sarasota would be the armpit.,1
Not good for people who need hands on training,1
"The employees are very friendly, and I want to work in a great environment.",5
Just Started And Feeling Very Positive For My Future!,5
sell sell sell... can you say daily excessive pressure?,2
Re-think if you are joining the HK office for long-run,1
Is a good company in terms of benefits and working as a fresher.,4
Not a place to learn anything. Differential treatment between perm and temp staff,1
It was a fun place to work but there were a lot of cons,2
Computer Support Specialist at the Office of Information Technology (OIT),5
Writing headlines and market analysis for Bloomberg in Brazil,5
It was a very well run and professional work place environment,5
NetSuite is a good company to launch your career!,5
"Nice place to work , only if you get a good project",4
If you don’t want to pay then don’t call for interview.,1
Okay company to work for But no Growth potential.,4
"Company w/ tremendous potential hobbled by bloated bureaucracy, finger-pointing middle management unable to execute.",2
Glad I had the experience of working here....too bad the potential for a wonderful place to work is not recognized,2
3 years selling inferior cars to customers expecting superior new car quality,1
"Horrible pay, average benefits, doesn't treat their IT very well",1
"Oracle offers true opportunity for talented women to accelerate their careers, but they must be careful of politics.",4
"Loved it for a time, but it's become a frustrating place to work",2
"Very limited growth opportunities, saturated employees; main business of the company is to increase manpower",1
Good place to start your career but not a good place to continue for years.,2
"In charge of all womens accessories (shoes, scarves, intimates, jewelry, sunglasses, etc) and standard retail operations",4
They will Suck the Life out of You!  Women Beware,1
Excellent working environment with opportunities to learn various departments within the company,5
"Freedom is not free, but the U.S. Marine Corps will pay most of your share.
Ned Dolan",5
"The people are great, the company is still a strong brand and very recognized which still gives it a cool factor to work",4
"Challenging, forward-thinking work environment focused on the success of children",4
Fantastic place to work and advance your career to new heights.,5
"You deserve better, or make this your last resort if there’s no other choices.",2
"Great leadership, fun culture and lots of learning opportunities.",5
I heard about capgemini company I am looking forward to the job that company,4
Not a great place to work for maintenance/ skilled trade workers.,2
I was fired after my one on one with my manager because i expressed my interest in career advancement,1
Very sales target driven to the point of criminality.,1
If I Could Give A Lower Rating I Would,1
Very good company with excellent work life balance and transparency,4
If you are  technical person this is not the place you want to be,1
"As all companies there are good and bad, though they do promote good workers fast.",4
It was good to be a part of it,5
Stable company with good benefits; hard to advance; average pay and inconsistent raise structure,4
Not the place to work if you need a rhyme and reason to what you're doing and how things function,2
"I like my job & find it interesting every day. However the co. does not compensate fairly, especially  top performers.",2
Galaxy Hotel System review ( GHS belongs to Starwood),2
"Very Disorganized Training, too much work for little pay",1
As good as popcorn’s in the cooker(That much of pressure),1
"So far, Best company I have ever worked for",5
"Poor management level_Manager, EMBA Marketing and Admissions, Faculty of Business and Economics",1
HORRIBLE need to go to a legal running office if there is one!!,1
Texas instruments is a very good company to work.,4
"Great place to learn, but I wouldn't wanna stay there",4
"Good way to get a foot in the door, but hang around too long. (H&C Unit)",2
Good benefits but takes the life out of you,2
busy and always up to date with merchandise. literally in and out.,5
Good exp for beginners but not a place to be if you want fast growth,1
"Teamwork, great management and coworkers, and competitive salaries and benefits",5
I worked at a new location with an experienced manager. My first time in sales and did very well first out of the gate.,2
Join ADP for Growth and a great team on People with Values you love,5
Do it as a student - but be sure to leave,2
"Concerned ---'in love with SN,but can't have same issues as ladt two years.",2
It has been great working for the Army. Being a soldier has been very rewarding.,4
do what I say and not what I do,2
I love it. i needed this experience to help me climb higher in my career.,5
"Good job to get experience, bad job to make your career",2
"PwC  is a great company to have on your resume, however.....",2
Take care of your people - Except for when you don't,2
Proud to be a part of this prestigious institute.,5
tcs is a good place to work that make them feel valuable and respected,5
One of the best companies to work with .,4
Forced onto unpaid leave for months due to pregnancy discrimination,1
They are not really interested in the participants at all. They only want to make sure all their cronies have jobs,2
Worst Company for someone starting their career in IT industry,1
"Avoid if you are driven, and hate politics. Otherwise, awesome place!",2
Good in team work and team leaders are supporting helps who are joined newly,4
Great place to go to school and be able to work on Campus part time,4
"A great, family-oriented and conservative company to work for.",5
Decent job if you are a student otherwise can be a bit stagnant,4
Dear Techies: You'll never see or use the products!!,1
"in the beginning it was great, over time not so good.",2
"Ten Hour Days, No Lunch Break, Sweat Shop, Zero Perks",1
Disgusting / Outdated technologies/Pathetic / Over ratted / Employee Unfriendly/ Politics/ Spineless management,1
I have been working from last year in CGI,1
They could be less concerned with needs of their employees.,2
"My epitaph will say ""I'd rather be working for Consol.""",2
SAIC is a large company that has not transitioned well from a private to public firm.,1
Amazing place to be an apprentice. Best finance apprenticeship in the UK!,5
Great place to work if you have no family,4
Good for getting customer service experience. That's about it.,2
good company to work if money and settling down is criteria,4
Starbucks is an amazing company that cares for their employees.,5
Great place depends on what department you work at.,2
"Blue Collar Mentality in Walmart, Excellent colleagues in the @Labs divison",2
14 hour days on a 6 hour days pay,1
Its all about the money you can bring them,1
One of the best companies to work in Turkey's standarts,5
You will meet some of the most inspiring people in this company,4
Better start 'brown nosing' if you expect to get anywhere in the firm,2
Humana is an amazing and solid company. Some smaller areas not so much.,5
I worked for Audiocodes and I'm very glad that I did things helpful for both my company and our customers.,5
Fantastic Company to work for with great work life balance,5
Good reviews on here are a hoax...don’t fall for it,1
"I use to think working for them was a dream, now its a complete nightmare.",1
"A lot of hard work, but pretty gratifying to work with competent people!",5
"Worst Work environment, no growth, lowest salary compare to market",1
Perfect place where work is less than 6hrs per day,5
Company has lost it's way.  Used to be a prime place to work.,1
I was promised something completely different when I was hired.,1
Very valuable training appreciate the efforts. I feel much prepared to deal with  uncomfortable issues,5
flexible work hours but not for a long term career,2
"Good work life balance, nice people, self sufficient not micro mangement",4
I have good knowledge in accounts payable in all subprocess,5
I had a great experience at insight global with the help of Kelsey H. She listened to what I want and was so helpful.,5
Demanding job with great employer that invests in its people,5
"Nepotism runs rampant, employees in small satellite offices will not advance.",2
"No matter what you did, it was never good enough.",2
There are still many issues between the regional headquarters that need to be addressed.,2
"Worst job I’ve ever had, this company only cares about money.",1
Great company but extremely poor and totalitarian management at the U.A.E. store.,1
"Have you seen the movie ""Office Space""? Yeah...its like that...",2
Very cut throat and don’t believe in employee experience or loyalty,1
"Excellent management ,great benefits work as a team also Abell takes care about their employee",5
Fishing expats with low expectations and loads of energy,2
"Used to be great, now it's a struggle to want to be there",2
"Company profits headed in the right direction, company morale - not so much.",2
"Exhausting work, no work life balance, the pay and benefits use to make up for it",4
"Fantastic company to be part of.  Diverse , progressive, welcoming and fun.",5
Sales Representative For A Artificial Intelligence Data Analytics Company,4
Good customer service for customers but outdated systems but poorly managed branches,2
Not the right place to learn to be a software developer,2
"Flexible work environment, and sometimes challenging work, but sometimes a bit slow-paced.",4
Senior Software Engineer. It is an Ideal place for growth both technically and in terms of roles and responsibilities.,5
"Inspiring/stable work environment, with some expected layers of bureaucracy",4
"Slow to promote, promises were made and not kept, and performance reviews exhibit favoritism",2
"It is a fun job, working with nice and friendly people. You are so busy the whole time that the time flies by.",4
So happy that I joined the Waste Pro Family,5
"Tellers are required to ""Sell themselves right out of their jobs.""",2
leading a production team trying my best to maintain productivity and product quality,2
"work hard, little in return,  find a  good mentor that is all that matters",2
"Good Company to work with , but after merger happened it's HR policies are quite flexible",4
I have been working for quite some time and have had really great experience,4
"A company which doesn't offer any challenges, nor any growth.",1
10 years in JPMC and hitting for more 10 Years,5
A very innovative company with competitive culture. Good management.,5
Verizon Wireless is a great place to work if you like the corporate environment,4
Not a results driven Company and IT Management is deficient across the board,1
I worked on contract at the bank for almost 2 years,4
"Good for the entry level experience, bad for progression",1
That place was the worst place I have ever worked at,1
It’s one of the best Mnc i am working,5
A nice place to work in automotive industry in Bulgaria,5
Definitely not the place I remember working for ('97- 2000) and loving.,2
"""Freedom, Positiveness and Learning Environment, Awesome Journey so Far!!""",5
was excellent place to work with now  its place to learn politics,4
"A typical day at work

I would start the day with checking my email. Then depending on the phase of SDLC the project i",4
"CA is a Sales Company, not a software company",2
"bad experience, not only did they lie about the amount of interns that would be converted, but they took extra time",2
Company with potential to be good - needs clearer management focus and commitment,4
"Fast Paced, even when youi don't need to be",2
"Fantastic agency, but the same problems as the rest of the government",4
The students are great but the admin does not give anything back to the program,2
You got to be patient with this Turnaround Company.!,5
"Good for out of college job, bad for growing career",2
Good company to get knowledge on Manufacturing process and Software,4
I had a great overall experience in working at American Eagle Outfitters,4
"Great company to be a part of, great career to have!",5
I could not imagine Amazon could be so exciting!,5
Excellent place to start if you are passionate about analytics,5
If you go out of your comfort zone you’ll be recognized,5
Company cares about customers and money than you the employee,1
Investigate this company thoroughly prior to committing to employment.,1
Great company working on some of the best projects,5
Deloitte Lay's off people with an excuse of making performance issue for previous year.,1
"Great benefits, ""Work Hard, Play Harder"" culture in some departments",4
"A very successful company, but stuck using old methods with a serious lack of innovation",1
A great job to have part time while going to school.,5
It can be heaven or hell - depends on you.,4
"Worst job I’ve ever had, this company only cares about money.",1
OK company to break into medical sales industry but nothing more,1
Great company. Great values. Slowed down by bureaucracy. Pay isn't as good.,4
"IBM was one of the best, now it's one of the worst companies in America to work for.",1
The best place to growth as a professional and as an person,5
Good place to work with flexible schedule for school,4
Me and the team brought the store to number 1 in the state in a months time,5
"Provides recruitment services at the U.S. Embassy Caracas, Venezuela, Human Resources Office.",5
I've worked for this place twice now. Avoid like the plague.,1
No work culture.fake commitments with employees. no value of old employees.,2
I improve my professional ability and enjoy my Ph.D life,5
I keep a resignation letter saved to my desktop.,2
A company that asks so much of its employees but doesn't do anything to recognize or encourage them.,1
Company is not for everyone | Negotiate on High Pay and then work day and Night.,4
There is a lot of improvement required in people management.,2
"Not worth your time and effort.  Had 10 managers, 3 VPs, and 3 Publishers in 2 1/2 years.",2
Don't go near this company if an IT pro,1
"Good Work life balance, better work culture compared to other banks",5
A best place to work with to satisfy your thirst of knowledge,5
"With strong practices, needs to return to all professionals with more balance",4
At least the benefits are excellent . . .,2
It's not somewhere you want to spend a long time at.,1
"I  have total 3.7 years of experience in Search Engine Marketing, Web Analytics & Web Development.",5
"Overall I was very satified with my job, but hated the overall direction of the company and wished it never ended.",4
"Dynamic, growing company well position for continued growth and future success. Top-notch senior management.",5
It's overall action all the time but idk if I get tips as a cashier .,4
"My experience at General Motors, was challenging sometimes, but rewarding. Dealing with living out side the box.",5
"Horrible management extremely disorganized lack of understanding, favoritism and bias",1
"Was the best company in the world to work for, the past 6 months have been a disgrace",2
Deloitte Consulting doesn't let junior staff direct their career path or industry alignment.,2
Working at ShopRite is a great company to use as a starter job and to get your feet wet with working.,4
Best company to work for in mid west region.,4
"Sherwin Williams is the best company to look at for promotionablity, stability, and longevity of career choices.",4
"Great benefits, but large enough to get lost in.",4
Great chance for overtime. No training with medical equipment that we deliver.,2
This is the reason people make fun of the government,1
Good place to have a stable and comfortable career,4
"You can have a big impact, if you're up for the challenge",5
One of the worst companies you can work for,1
Should not be called child care - corporate employees are all that matter to this company,1
"Awesome, amazing, fantastic, superb, fabulous. Ot is a very good company",5
"My experience in retail has been trying. It is enjoyable at times, but I'm ready to move on to something different.",2
"The higher up you go, the more political it becomes.",2
A very disloyal company that only cares about $,1
Great Company if you can find your own balance.,5
"Dont join if u want learn more, Join if u want the best lazy job in the world",1
Way too conservative of a company that literally kills the fun,1
Greed factory with cool products and plenty of unconscious bias,1
I was Laid off but it's still a great place to work,5
National management of this firm is lacking charisma and is not in touch with operations at the branch level.,2
"Working here for over 2 years now, so far pretty good as long as your management is good too!",5
Been with Boeing for 29 years and have worked on some great projects,4
I had a good experience working here and I would recommend it,5
Start a career here only to end it soon...,1
"Good for a little while, but be careful about staying too long.",4
Fast-paced work with a really nice group of people,5
If you have good management your good to go!,4
UC BERKELEY EXTENSION: DO NOT WORK IN THIS DEPARTMENT UNDER ANY CIRCUMSTANCES,1
It is a good company where as a fresher you get to learn and explore what you want with no expectations.,4
Great place to build a career and learn about accounting,5
This company drains Indian employees energy and time for a penny size salary,2
What happened to this company during my forced sabbatical?,1
"The job is easy, the people in the company are kind and helpful.",4
Please Read and Beware before and after accepting Offer,1
Okay to start out but nothing other than that,2
"A little less conversation, a little more action please",2
"Very political, lacking strong leadership, non-trusting environment.  In one word ""Toxic"".",2
Great company to work for....  check out the rest of the industry and you would agree...,5
"Ideally, one of the best companies in the world",5
A job you can stay at and reap the benefits!,4
Great company to work for. Awesome benefits and fair pay with room for advancement.,5
"Great company overall, but your experience varies with department and manager",2
Wipro is a great company for long term career growth,4
"Great pay, mobility, culture, and employees, but limited project options",4
Deserves the recognition as one of the best colleges to work for!,5
Do not work front desk if you expect basic professionalism,2
This is an awful company with an even worse culture,1
Forever 21 is challenging and can be fun.  The stress of the job and expectations will haunt you at home.,4
"If you don't care about your personal life, this is the best company",1
Horrible place pay isn't worth the danger..pro people seem to die at least once a year at different plants,1
Flexible for college & high school and college students,4
"Very strange culture, great for free thinkers but not good for anyone who needs process, procedure and structure.",2
a struggle to to get ahead and be recognised  and compensated even when I had the full support from my managers.,1
"Good Company, Friendly Management, Work life balance can be improved",4
A Unique Company and Wanting to Make a Difference,5
One of the most disorganized an unprofessional companies I have some across in my 10 year career.,1
"Too much micromanaging by Head Office, low pay with high expectations of work output",2
I would not recommend working at Corporex to anyone,2
It was a very informative and wonderful learning experience--I learned a lot!,4
"Great opportunities to grow, nice benefits and on the job training",5
Seasoned Client Management candidate with vast knowledge of BFSI & technology,5
Good place to work - great team of people.,4
"Innovation and the energy is keeping me at Yodlee, 8+ years now, still strong :)",5
One of the best companies you could work with,5
"Great company to work for, very supportive of their employees",5
"Experienced in Sales Management especially in customer-goods industry, worked as Key account",5
Would be a wonderful place to work if compensated with proper pay and the ability to keep employees.,2
"A very beneficial, yet sometimes stressful work experience in my life.",4
Unfortunately the politics get in the way of focusing on clients,2
"Great place to learn, not enough room for growth",4
Worst place to work for save yourself the headache,1
I love the experience I have had with Manpower!,5
"Great place for new learnings, career growth and opportunity.",5
"There are opportunities, but you have to fight with EPAM to get it.",2
Refused to provide or reimburse for over $700 of essential services and equipment required to WFH during COVID,2
A company that does not care about its employees. No raises. No Bonus,1
Great company to start working for if new to the medical field. Great opportunities to move up and around.,4
it is good to start your carrer in genpact,4
Good place to work and a world class university.,4
"Highly focused, challenging and exciting research at Intel Corporation",4
If you want to make money this is the place,4
Not professional and local culture for mid office/ operations,2
"Excellent opportunity to develop and grow business, Great Journey!!",5
"Great people to work with, great benefits, and great tasks to work!",5
People do drugs and send out products that burn houses down.  Management turns blind eye,1
Good place to start but not for long term career,2
"Great part time job, decent pay and good work enviroment from fellow co workers and management.",4
Macy's is a good brand but the management there is very dull.,2
Lots of career path opportunities- they take care of their folks,5
"Work for money, not to grow or benefit the company",2
Working for GE was very helpful experience for my career. It is very big company and there are different parts in the co,5
"Amazing company that provides career opportunity, get ahead in life and superior compensation structure.",5
"Very pleasant one, a company that cares about their employees",4
Peace Corps volunteer experience is unique and really once in a lifetime stuff.,5
Contractors Beware! Expect A  Pay Cut Upon Your Contract Being Absorbed,1
"Worked at Costco, Colorado Springs as a Help Cashier",2
Looks like sports car. . . runs like a lemon,1
"Very satisfied, good entry level work, worked with good and smart people",5
Capital One is like family that support every decision and feedback concerning how work can be completed.,5
What a shame that they destroyed this great bank,4
Great learning experience in a fast paced dynamic  environment,4
A company that does NOT care about their employees,1
Not a good company to start your IT career with.,2
"No focal year, old tech stack, still using Java 6",1
Your only as good as your last tjx card,2
"Great culture,  great leaders,  you will love it here!",5
"Working with Seniors is a great learning experience.Great Generation with Dignity, morals,and ethics.",1
My experience junior Quality exicutive  3 year in lava manufacturing industry.,5
"If you are experienced in the local area , be prepared for this environment.",1
Complete lack of respect from State Office for employees in the field,1
House of cards in a world of strong breezes,2
Working hard and doing great things but getting nowhere,2
"Good part time job, not good for company growth",4
"Terrible management , unorganized  doesn't know how to talk and treat their employees with respect or gratitude.",1
Not good. There is a lot of management mis-steps. Favortism seems to be the only way to get ahead.,1
The best job I’ve had (and I’ve had a few),5
A nice place to work but the company is a bit short sighted and slow to move,2
"Great Mission, but providers are not appreciated or compensated well",2
US Vision quickly became just a paycheck while I look elsewhere.,2
Possibly the worst organized company I have ever experienced,2
Good casual job to work at for extra money,4
Great place to work with life-balance and personal health culture that includes recognition for going above and beyond.,5
Only take a job here if you're unemployed and desperate,1
There is no technology all in excel and worst IT team,1
Great people great work environment great fun really enjoy the people and customers and the clothes were great and price,5
Kmart is far more interested in its own inner workings to care about employees,2
Never get in if you want to be on top technology,2
Not comparable to KP in California. Lots of cliques and bullying.,2
Great job if you don't want to make any money,1
Line up your ship jump as soon as your bond ends,1
The 16th Worst Company in America for a Reason,1
Great people and one of the best places for new college grads,5
Job is ok as long as you fit into the budget,5
Great Company to work for if you like a Competitive Young enviornment,5
"Worst job I’ve ever had, this company only cares about money.",1
"Stay away from this company, they will try slave you!",1
"Short staff, no care for resident,only good paper work",1
Exciting and diverse job role that requires working several different and new functions every day.,4
Great structure and great infrastructure but there are things for improvement.,4
"Exccelllent organization, challenging work, great co-workers and a good market position.",4
One of the Best Colleges to be part of,4
Was a great place to work until the merger with LabCorp,1
"Doing totarion in the diferent areas as a waiter, host, drink runner, food runner, etc.",5
"Amazing, growing company with upward mobility, and fun work atmosphere.",5
The worst experience of my career was working as an Investment Consultant at TD Ameritrade.,1
Please don't choose this organization even if you get 200% or 500% hike,1
Great company to the worst in just a month after Avago Transition,1
"it is an average work place, not to many opportunities, not to many nice projects, some nice people",2
Great Work-Life Balance ; not ideal starting point for college students.,2
BYU is a jobs factory for its own graduates,1
"Amazing place to work, with a great culture and atmosphere",5
I am working here because I haven't had any lucky finding another job.,2
I liked Bank of America they were a great employer,5
Great Place to work but no work routine. Some times will have to work late at night but the salary is worth it,4
premium sea pay + COLA + FLPP = hell ya!!!,5
Home Depot has provided me with great career opportunities.,5
Perfect for extra income while still working a full-time position at another company,4
"Amazing opportunities, if you're willing to put in the work",5
Not impressed working at SAP Canada. Worked there for almost 5 years.,2
The management of this company did not care  about their store managers.,1
Company doesn’t care about employees. No work life balance.,1
"Poor human resource management, poor benefits, The benefits and all the bonuses only goes to the managers.",2
talented co-workers and interesting research that's not just academic,4
Very interesting and was able to advance to supervisor very quickly.,5
"Great company focuses on people, engaging people and stimulating soft skills development",4
The employees working in head office made the experience,4
"""A great company to work for... sad it was taken over""",4
"Plenty of room to grow and advance, due to plenty of turnover.",2
One of the best places for EDA software engineers,5
Train your management team.  Bring the company into the modern age.,1
Swiggy Labs - Nothing that would help your Tech career,1
DO YOURSELF A FAVOR- DON'T APPLY TO THIS COMPANY!,1
There is very less to learn and Salary is comparitively less.,2
As intern I had a chance to work on own project.,4
Management does not know what is going on and NO communication.,2
"Some great people doing a difficult job, while being underpaid and led by incompetents",1
"Overall, in my experience at Unilever, I have been welcomed, supported, and challenged.",5
From the most wonderful high to a dismal low,2
Hard to navigate.  Sometimes senseless.  But the company tries hard.,2
Suzzallo Library is a great place to work; UW not so much,4
Unorganized Chaos with inexperienced people being the only ones available to conduct business.,2
Beware Fortune 500 does not mean good place to work,1
"A good place to work with a good CEO, but don't expect to be highly rewarded.",4
thank you so much I want good job on,1
Good place to work if you are interested in networking domain,4
"Great people, good upper management, and challenging work environment.",4
Worst Possible Work Place - Dont ever join this Company,1
There are far away to pay good salaries in Costa Rica,1
"In detail review of this workplace, recommend reading before applying!",1
"Great company culture, values and beliefs...overall enjoyable work environment.",4
"The challenge, teamwork, and work-life balance I've been searching for",5
