text,label,label_text
"""Freedom, Positiveness and Learning Environment, Awesome Journey so Far!!""",5,good
was excellent place to work with now  its place to learn politics,4,good
"A typical day at work

I would start the day with checking my email. Then depending on the phase of SDLC the project i",4,good
"CA is a Sales Company, not a software company",2,bad
"bad experience, not only did they lie about the amount of interns that would be converted, but they took extra time",2,bad
Company with potential to be good - needs clearer management focus and commitment,4,good
"Fast Paced, even when youi don't need to be",2,bad
"Fantastic agency, but the same problems as the rest of the government",4,good
The students are great but the admin does not give anything back to the program,2,bad
You got to be patient with this Turnaround Company.!,5,good
"Good for out of college job, bad for growing career",2,bad
Good company to get knowledge on Manufacturing process and Software,4,good
I had a great overall experience in working at American Eagle Outfitters,4,good
"Great company to be a part of, great career to have!",5,good
I could not imagine Amazon could be so exciting!,5,good
Excellent place to start if you are passionate about analytics,5,good
If you go out of your comfort zone you’ll be recognized,5,good
Company cares about customers and money than you the employee,1,bad
Investigate this company thoroughly prior to committing to employment.,1,bad
Great company working on some of the best projects,5,good
Deloitte Lay's off people with an excuse of making performance issue for previous year.,1,bad
"Great benefits, ""Work Hard, Play Harder"" culture in some departments",4,good
"A very successful company, but stuck using old methods with a serious lack of innovation",1,bad
A great job to have part time while going to school.,5,good
It can be heaven or hell - depends on you.,4,good
"Worst job I’ve ever had, this company only cares about money.",1,bad
OK company to break into medical sales industry but nothing more,1,bad
Great company. Great values. Slowed down by bureaucracy. Pay isn't as good.,4,good
"IBM was one of the best, now it's one of the worst companies in America to work for.",1,bad
The best place to growth as a professional and as an person,5,good
Good place to work with flexible schedule for school,4,good
Me and the team brought the store to number 1 in the state in a months time,5,good
"Provides recruitment services at the U.S. Embassy Caracas, Venezuela, Human Resources Office.",5,good
I've worked for this place twice now. Avoid like the plague.,1,bad
No work culture.fake commitments with employees. no value of old employees.,2,bad
I improve my professional ability and enjoy my Ph.D life,5,good
I keep a resignation letter saved to my desktop.,2,bad
A company that asks so much of its employees but doesn't do anything to recognize or encourage them.,1,bad
Company is not for everyone | Negotiate on High Pay and then work day and Night.,4,good
There is a lot of improvement required in people management.,2,bad
"Not worth your time and effort.  Had 10 managers, 3 VPs, and 3 Publishers in 2 1/2 years.",2,bad
Don't go near this company if an IT pro,1,bad
"Good Work life balance, better work culture compared to other banks",5,good
A best place to work with to satisfy your thirst of knowledge,5,good
"With strong practices, needs to return to all professionals with more balance",4,good
At least the benefits are excellent . . .,2,bad
It's not somewhere you want to spend a long time at.,1,bad
"I  have total 3.7 years of experience in Search Engine Marketing, Web Analytics & Web Development.",5,good
"Overall I was very satified with my job, but hated the overall direction of the company and wished it never ended.",4,good
"Dynamic, growing company well position for continued growth and future success. Top-notch senior management.",5,good
It's overall action all the time but idk if I get tips as a cashier .,4,good
"My experience at General Motors, was challenging sometimes, but rewarding. Dealing with living out side the box.",5,good
"Horrible management extremely disorganized lack of understanding, favoritism and bias",1,bad
"Was the best company in the world to work for, the past 6 months have been a disgrace",2,bad
Deloitte Consulting doesn't let junior staff direct their career path or industry alignment.,2,bad
Working at ShopRite is a great company to use as a starter job and to get your feet wet with working.,4,good
Best company to work for in mid west region.,4,good
"Sherwin Williams is the best company to look at for promotionablity, stability, and longevity of career choices.",4,good
"Great benefits, but large enough to get lost in.",4,good
Great chance for overtime. No training with medical equipment that we deliver.,2,bad
This is the reason people make fun of the government,1,bad
Good place to have a stable and comfortable career,4,good
"You can have a big impact, if you're up for the challenge",5,good
One of the worst companies you can work for,1,bad
Should not be called child care - corporate employees are all that matter to this company,1,bad
"Awesome, amazing, fantastic, superb, fabulous. Ot is a very good company",5,good
"My experience in retail has been trying. It is enjoyable at times, but I'm ready to move on to something different.",2,bad
"The higher up you go, the more political it becomes.",2,bad
A very disloyal company that only cares about $,1,bad
Great Company if you can find your own balance.,5,good
"Dont join if u want learn more, Join if u want the best lazy job in the world",1,bad
Way too conservative of a company that literally kills the fun,1,bad
Greed factory with cool products and plenty of unconscious bias,1,bad
I was Laid off but it's still a great place to work,5,good
National management of this firm is lacking charisma and is not in touch with operations at the branch level.,2,bad
"Working here for over 2 years now, so far pretty good as long as your management is good too!",5,good
Been with Boeing for 29 years and have worked on some great projects,4,good
I had a good experience working here and I would recommend it,5,good
Start a career here only to end it soon...,1,bad
"Good for a little while, but be careful about staying too long.",4,good
Fast-paced work with a really nice group of people,5,good
If you have good management your good to go!,4,good
UC BERKELEY EXTENSION: DO NOT WORK IN THIS DEPARTMENT UNDER ANY CIRCUMSTANCES,1,bad
It is a good company where as a fresher you get to learn and explore what you want with no expectations.,4,good
Great place to build a career and learn about accounting,5,good
This company drains Indian employees energy and time for a penny size salary,2,bad
What happened to this company during my forced sabbatical?,1,bad
"The job is easy, the people in the company are kind and helpful.",4,good
Please Read and Beware before and after accepting Offer,1,bad
Okay to start out but nothing other than that,2,bad
"A little less conversation, a little more action please",2,bad
"Very political, lacking strong leadership, non-trusting environment.  In one word ""Toxic"".",2,bad
Great company to work for....  check out the rest of the industry and you would agree...,5,good
"Ideally, one of the best companies in the world",5,good
A job you can stay at and reap the benefits!,4,good
Great company to work for. Awesome benefits and fair pay with room for advancement.,5,good
"Great company overall, but your experience varies with department and manager",2,bad
Wipro is a great company for long term career growth,4,good
"Great pay, mobility, culture, and employees, but limited project options",4,good
Deserves the recognition as one of the best colleges to work for!,5,good
Do not work front desk if you expect basic professionalism,2,bad
This is an awful company with an even worse culture,1,bad
Forever 21 is challenging and can be fun.  The stress of the job and expectations will haunt you at home.,4,good
"If you don't care about your personal life, this is the best company",1,bad
Horrible place pay isn't worth the danger..pro people seem to die at least once a year at different plants,1,bad
Flexible for college & high school and college students,4,good
"Very strange culture, great for free thinkers but not good for anyone who needs process, procedure and structure.",2,bad
a struggle to to get ahead and be recognised  and compensated even when I had the full support from my managers.,1,bad
"Good Company, Friendly Management, Work life balance can be improved",4,good
A Unique Company and Wanting to Make a Difference,5,good
One of the most disorganized an unprofessional companies I have some across in my 10 year career.,1,bad
"Too much micromanaging by Head Office, low pay with high expectations of work output",2,bad
I would not recommend working at Corporex to anyone,2,bad
It was a very informative and wonderful learning experience--I learned a lot!,4,good
"Great opportunities to grow, nice benefits and on the job training",5,good
Seasoned Client Management candidate with vast knowledge of BFSI & technology,5,good
Good place to work - great team of people.,4,good
"Innovation and the energy is keeping me at Yodlee, 8+ years now, still strong :)",5,good
One of the best companies you could work with,5,good
"Great company to work for, very supportive of their employees",5,good
"Experienced in Sales Management especially in customer-goods industry, worked as Key account",5,good
Would be a wonderful place to work if compensated with proper pay and the ability to keep employees.,2,bad
"A very beneficial, yet sometimes stressful work experience in my life.",4,good
Unfortunately the politics get in the way of focusing on clients,2,bad
"Great place to learn, not enough room for growth",4,good
Worst place to work for save yourself the headache,1,bad
I love the experience I have had with Manpower!,5,good
"Great place for new learnings, career growth and opportunity.",5,good
"There are opportunities, but you have to fight with EPAM to get it.",2,bad
Refused to provide or reimburse for over $700 of essential services and equipment required to WFH during COVID,2,bad
A company that does not care about its employees. No raises. No Bonus,1,bad
Great company to start working for if new to the medical field. Great opportunities to move up and around.,4,good
it is good to start your carrer in genpact,4,good
Good place to work and a world class university.,4,good
"Highly focused, challenging and exciting research at Intel Corporation",4,good
If you want to make money this is the place,4,good
Not professional and local culture for mid office/ operations,2,bad
"Excellent opportunity to develop and grow business, Great Journey!!",5,good
"Great people to work with, great benefits, and great tasks to work!",5,good
People do drugs and send out products that burn houses down.  Management turns blind eye,1,bad
Good place to start but not for long term career,2,bad
"Great part time job, decent pay and good work enviroment from fellow co workers and management.",4,good
Macy's is a good brand but the management there is very dull.,2,bad
Lots of career path opportunities- they take care of their folks,5,good
"Work for money, not to grow or benefit the company",2,bad
Working for GE was very helpful experience for my career. It is very big company and there are different parts in the co,5,good
"Amazing company that provides career opportunity, get ahead in life and superior compensation structure.",5,good
"Very pleasant one, a company that cares about their employees",4,good
Peace Corps volunteer experience is unique and really once in a lifetime stuff.,5,good
Contractors Beware! Expect A  Pay Cut Upon Your Contract Being Absorbed,1,bad
"Worked at Costco, Colorado Springs as a Help Cashier",2,bad
Looks like sports car. . . runs like a lemon,1,bad
"Very satisfied, good entry level work, worked with good and smart people",5,good
Capital One is like family that support every decision and feedback concerning how work can be completed.,5,good
What a shame that they destroyed this great bank,4,good
Great learning experience in a fast paced dynamic  environment,4,good
A company that does NOT care about their employees,1,bad
Not a good company to start your IT career with.,2,bad
"No focal year, old tech stack, still using Java 6",1,bad
Your only as good as your last tjx card,2,bad
"Great culture,  great leaders,  you will love it here!",5,good
"Working with Seniors is a great learning experience.Great Generation with Dignity, morals,and ethics.",1,bad
My experience junior Quality exicutive  3 year in lava manufacturing industry.,5,good
"If you are experienced in the local area , be prepared for this environment.",1,bad
Complete lack of respect from State Office for employees in the field,1,bad
House of cards in a world of strong breezes,2,bad
Working hard and doing great things but getting nowhere,2,bad
"Good part time job, not good for company growth",4,good
"Terrible management , unorganized  doesn't know how to talk and treat their employees with respect or gratitude.",1,bad
Not good. There is a lot of management mis-steps. Favortism seems to be the only way to get ahead.,1,bad
The best job I’ve had (and I’ve had a few),5,good
A nice place to work but the company is a bit short sighted and slow to move,2,bad
"Great Mission, but providers are not appreciated or compensated well",2,bad
US Vision quickly became just a paycheck while I look elsewhere.,2,bad
Possibly the worst organized company I have ever experienced,2,bad
Good casual job to work at for extra money,4,good
Great place to work with life-balance and personal health culture that includes recognition for going above and beyond.,5,good
Only take a job here if you're unemployed and desperate,1,bad
There is no technology all in excel and worst IT team,1,bad
Great people great work environment great fun really enjoy the people and customers and the clothes were great and price,5,good
Kmart is far more interested in its own inner workings to care about employees,2,bad
Never get in if you want to be on top technology,2,bad
Not comparable to KP in California. Lots of cliques and bullying.,2,bad
Great job if you don't want to make any money,1,bad
Line up your ship jump as soon as your bond ends,1,bad
The 16th Worst Company in America for a Reason,1,bad
Great people and one of the best places for new college grads,5,good
Job is ok as long as you fit into the budget,5,good
Great Company to work for if you like a Competitive Young enviornment,5,good
"Worst job I’ve ever had, this company only cares about money.",1,bad
"Stay away from this company, they will try slave you!",1,bad
"Short staff, no care for resident,only good paper work",1,bad
Exciting and diverse job role that requires working several different and new functions every day.,4,good
Great structure and great infrastructure but there are things for improvement.,4,good
"Exccelllent organization, challenging work, great co-workers and a good market position.",4,good
One of the Best Colleges to be part of,4,good
Was a great place to work until the merger with LabCorp,1,bad
"Doing totarion in the diferent areas as a waiter, host, drink runner, food runner, etc.",5,good
"Amazing, growing company with upward mobility, and fun work atmosphere.",5,good
The worst experience of my career was working as an Investment Consultant at TD Ameritrade.,1,bad
Please don't choose this organization even if you get 200% or 500% hike,1,bad
Great company to the worst in just a month after Avago Transition,1,bad
"it is an average work place, not to many opportunities, not to many nice projects, some nice people",2,bad
Great Work-Life Balance ; not ideal starting point for college students.,2,bad
BYU is a jobs factory for its own graduates,1,bad
"Amazing place to work, with a great culture and atmosphere",5,good
I am working here because I haven't had any lucky finding another job.,2,bad
I liked Bank of America they were a great employer,5,good
Great Place to work but no work routine. Some times will have to work late at night but the salary is worth it,4,good
premium sea pay + COLA + FLPP = hell ya!!!,5,good
Home Depot has provided me with great career opportunities.,5,good
Perfect for extra income while still working a full-time position at another company,4,good
"Amazing opportunities, if you're willing to put in the work",5,good
Not impressed working at SAP Canada. Worked there for almost 5 years.,2,bad
The management of this company did not care  about their store managers.,1,bad
Company doesn’t care about employees. No work life balance.,1,bad
"Poor human resource management, poor benefits, The benefits and all the bonuses only goes to the managers.",2,bad
talented co-workers and interesting research that's not just academic,4,good
Very interesting and was able to advance to supervisor very quickly.,5,good
"Great company focuses on people, engaging people and stimulating soft skills development",4,good
The employees working in head office made the experience,4,good
"""A great company to work for... sad it was taken over""",4,good
"Plenty of room to grow and advance, due to plenty of turnover.",2,bad
One of the best places for EDA software engineers,5,good
Train your management team.  Bring the company into the modern age.,1,bad
Swiggy Labs - Nothing that would help your Tech career,1,bad
DO YOURSELF A FAVOR- DON'T APPLY TO THIS COMPANY!,1,bad
There is very less to learn and Salary is comparitively less.,2,bad
As intern I had a chance to work on own project.,4,good
Management does not know what is going on and NO communication.,2,bad
"Some great people doing a difficult job, while being underpaid and led by incompetents",1,bad
"Overall, in my experience at Unilever, I have been welcomed, supported, and challenged.",5,good
From the most wonderful high to a dismal low,2,bad
Hard to navigate.  Sometimes senseless.  But the company tries hard.,2,bad
Suzzallo Library is a great place to work; UW not so much,4,good
Unorganized Chaos with inexperienced people being the only ones available to conduct business.,2,bad
Beware Fortune 500 does not mean good place to work,1,bad
"A good place to work with a good CEO, but don't expect to be highly rewarded.",4,good
thank you so much I want good job on,1,bad
Good place to work if you are interested in networking domain,4,good
"Great people, good upper management, and challenging work environment.",4,good
Worst Possible Work Place - Dont ever join this Company,1,bad
There are far away to pay good salaries in Costa Rica,1,bad
"In detail review of this workplace, recommend reading before applying!",1,bad
"Great company culture, values and beliefs...overall enjoyable work environment.",4,good
"The challenge, teamwork, and work-life balance I've been searching for",5,good
"Great place to start a carrer in I.T, good warehouse environment",4,good
"Trust Me, You do not want to work here",1,bad
"Good coworkers, helpful and friendly and a fairly decent place to work.",4,good
not a good place to work at all been stuck for awhile trying to get out,1,bad
"End of the day, wishing I had another job...",2,bad
"Company from India, that thinks it's still in India!",2,bad
It is the worst job I have ever had.,1,bad
"Good for fresher in terms of work, but not growth",4,good
Maybe good for short term but for long term might be not suitable for those who wants to progress their career,2,bad
"Great company, turning into a more old stylish corporate company",5,good
Been working at the Y for 7 years and love it,5,good
"12 years of progressive financial management experience, ending tenure with the VP Finance role.",5,good
"Not recommended, you only get a brand tag from here",1,bad
"You will live the company motto, ""Work Hard. Have Fun. Make History.""",5,good
And outstanding company with incredible values and a real focus on wellbeing,5,good
"Poor culture, shocking delivery and a lack of motivation all around",1,bad
A fabulous organisation ruined by weak leadership and poor decisions,2,bad
Great interim while you build private clients or go to school.,4,good
"""Run for your Life"" is you are a PROFESSIONAL and considering a job here!",1,bad
I wouldn't trade my experience and friends there for anything else in the world.,5,good
"If you like change for the sake of change, a great place to be",2,bad
Good place to grow if you do not mind long hours,4,good
"Enjoyed my short time of employment. Terminated, because I couldn't pass the Insurance Exam.",5,good
the only success in this company is to higher ups...,1,bad
"One of the best defense companies to work for in terms of culture, pay, and potential.",4,good
Clarksburg is Great place to work. Maintenance is friendly and show up when beckoned.,5,good
"Good for learning, bad for career if you don't network aggressively",2,bad
Only worth if actively pursuing connections with hospital staff,1,bad
"Aon has a great open door culture. Great minds to work with  and lots of interesting, value adding work !",5,good
Use to be a great company to work for,2,bad
Challenging and wish that I had the advantages of an RN or MD.,2,bad
"Own the overall creative direction on daily basis, inspiring the team through creative thinking and leadership.",4,good
"Former Customer Service Rep!
Run far away from here and don't even waste your time.",1,bad
"Great company, with a great team of dedicated employees.",5,good
You never work a day. if you love where you work!,5,good
"It was the best of times, it was the worst of times.",5,good
Frustrating due to utter lack of consistency from management in anything.,4,good
Good place to work but low in salary and Growth,4,good
The cheapest and worst paying company I've worked for.,1,bad
Good to work if you are ready to take a normal work,5,good
"Underappreciated, I've never felt worse about going to work than I do now.  Walk away while you have the chance",1,bad
If you aim for stability with no growth in future. You will have to wait for 4-5 years for a small insignificant promotn,2,bad
"Do not work for this company, they only care about profit not the employees",1,bad
Sad to see what has come of the old Novosco,1,bad
I enjoy this company very much and it has helped with gaining much knowledge. It has helped shaped my personal goals,5,good
As an sales representative and material handler for Nabisco I would stock shelves and make orders.,1,bad
Working for hertz is a disgrace......the company don't care about lower class employees,1,bad
"Worst job I’ve ever had, this company only cares about money.",1,bad
Big Company but depends on who your manager is,4,good
Amazing first time experience and I was hooked compared to other banks.,5,good
Amazing company to work for and the people are even better!,5,good
dont work at the wendys on sunrise there horriable,2,bad
"Great Team Environment, Career Development & Opportunity for Advancement",5,good
Tek is a wonderful place to be. I have learnt a lot within my short stay.,5,good
"Great Place to Work, Store Management Could Use Some Improvement",4,good
Incredible team at a company with strong growth prospects,5,good
I did my quick stint of Capita and wouldn't go back,2,bad
If you want to dedicate all your time to work and recovering from work:,4,good
Great place to work and serve a great population,4,good
"Disappointing. Never expected to be misled, or asked to mislead others just to make a living.",2,bad
"Wix is a great place, though low level management can be improved",5,good
"Used to be a promising career, but between COVID and unions sucking the company dry there's no upside here.",1,bad
Amazing work culture - Come here if skill addition is your prime goal in Indian Built Environment,5,good
Exceptional cross-section of society; the USAF has changed mine and so many other's lives for the better.,5,good
They pay you like an intern and get work from you like a full time employee.,1,bad
Good place for medical treatment but not for employee treatment.,1,bad
"Challenging career with ever changing dynamics. Work with minimal supervision, and I'm provided good skills training.",5,good
Roche Regulatory Affairs (Nutley) was a great organization and great place to work!,5,good
One of the best places to work in the region,5,good
Good company at it's core but does not treat all employees farley,2,bad
Company is good.. but managers are politically motivated. Too much favourism.,1,bad
Give the job a few months to get yourself used to before quitting,4,good
It was a good run! But was tired of the air of superiority .,4,good
Pier 1 - The Company That Doesn't Care About It's Employees,1,bad
"If you are from non cs background and want to learn many programming languages, this is the best place to start.",5,good
I felt like I was working at a sweat shop.,1,bad
A great way to get started in ophthalmology .,4,good
Overall very good environment to grow and cheerful career.,5,good
Top company bought down by management decision. Refrain yourself if deciding to build your career here,2,bad
I'm current working in INDIAN RAILWAY TRACK CONSTRUCTION in india as site supervisior.,4,good
Unlimited potential for growth if you're willing to put in time and effort!,5,good
"I am very satisfied, thank you very much Robert Bosch GmbH",5,good
Great open culture but still a lot of red tapes.,4,good
The company is a very friendly and comfortable place to work.,4,good
"They pushed me too far, I eventually resigned like the others",2,bad
MP Good Company To Work For But Always Look Before You Jump,4,good
if you are friends of someone you will be promoted,2,bad
"I started here for the brands, I stayed for the culture",5,good
It's not even worth going to an interview there,1,bad
"Worst job I’ve ever had, this company only cares about money.",1,bad
A great company to work for! Many opportunities for growth.,5,good
Helping project finance with financial summaries and business case development,4,good
Incredible onboarding and training process in an environment that focuses on personal and professional growth,5,good
Company culture went down hill after Altus Group took over,1,bad
"I am especially impressed by the flexibility, efficiency and working culture of COE group.",5,good
"It was the best of times, it was the worst of times....it was the age of foolishness.....it was the winter of despair.",2,bad
"If you are looking to move up in Mgt here, forget about it",2,bad
"If you work here, you know why the stock suffers",2,bad
The most stable regional airline. Enough said. Family environment,5,good
"Great place to work, but no family/work life balance",2,bad
"Loving life here, no one remembers who came 2nd!",5,good
Good place to start as a high school student,2,bad
"Great place to work, so sorry it was sold",5,good
"A professional, retail environment that can be a bit too professional at times.",4,good
Loved the vision but the culture did not support their stated values.,2,bad
"They have absolutely no regard for the value of a proven dependable, proficient employee when cutting cost.",1,bad
good for a someone who  just wants to gain customer support experience.,2,bad
poorly run company that still depends on govenment funding,1,bad
UVM was one of the most exhilarating experiences where I grew professionally as well as personally.,5,good
I'll never leave...they'll need to kick me out. I love it here!,4,good
Evalueserve is a excellent company to work and make career in it.,5,good
"Horris Place to Work !  Good Luck with "" Great Place to Work""",1,bad
You need to get into a good group/salary to start your job,2,bad
"Good work culture, best management, very less compensation for new grads",4,good
Do not consider working for a corporate Hilton Hotel.,2,bad
Safe work for a company that is changing the world,4,good
"Small, behind the times, over regulated bank with no customers",1,bad
"Great company to work for, always ahead of the game. Best thing that ever happend ot me.",5,good
"Over all my 12 years of experience at IBM, Great culture with good work life balance.",4,good
One of the Best Real Estate Brokerages to work for,5,good
Current employee for more than 3 months! Amazing place to work,5,good
Just keeps getting worse with Hurd at the helm.,1,bad
HR and strategic managers are always looking for way to cheapen your QOL while already making billions,1,bad
It was ok. Not a lot of opportunity to move up.,2,bad
It was good money but a horrible working environment,2,bad
"USAA - Great for members, Great for back-office/management employees, horrible for customer contact employees",2,bad
This was the worst working experience I have ever had.,1,bad
"Unethical, Monopolistic Company with an Abrasive Culture. Absolutely avoid if you work in UX or technology",1,bad
Greed is getting to the higher-ups while the front end employees suffer,2,bad
HP is the BEST place to work and growth professionally and personally,5,good
A hard place to work but an easy place to love.,4,good
"Could use a little more compassion, but otherwise good to work for.",4,good
"Favoritism for brown nosers, not ones that get work done.",1,bad
A private technology company with polices of a PSU,2,bad
"Great Opportunities if starting at Accenture, but they dwindle as you continue to move up the corporate ladder",4,good
"Great people with strong ethics, but a bit of a mundane cubicle environment.",4,good
"Might seem like a laid back place to work when a customer, but its not when your an employee.",2,bad
"Nice Managers, Work as much as you want to",5,good
"Employee friendly, customer focused and thriving culture of meritocracy.",5,good
Receiving pays decent for low customer contact at $19.50 weekday and $23 weekends.,4,good
Looking for a place to grow and be challenged...join HP Inc,5,good
One of the best companies I have ever worked for,5,good
"Worked with the company for 12 years, great experience",5,good
Not a good work environment. Low pay.  Keep looking!,1,bad
"Workforce analyst, working with crs,s schedules and watching compliance and eatching traffic coming in to center.",4,good
Used to be a great place to work. Not anymore. Wannabe Bank in B/Soc clothing. Could be 5 star.,2,bad
"Motorola - great company, at least in the past",4,good
"Positive, supportive, allows you to use your skills to move the company toward success.",4,good
Hostile work environment. You’re just a number to them. They don’t actually care about their employees anymore.,1,bad
WhiteHat Jr. is one of the best places to work,5,good
Hard work and dedication will be very well compensated!,5,good
Great place to TO LEAVE... Don't believe 3.5 star rating,1,bad
The position demands strong communication skill both interpersonal skill and public speaking.,4,good
I learned a lot from being in the Navy,5,good
good if you wish to keep on changing processes,2,bad
"Worst job I’ve ever had, this company only cares about money.",1,bad
"Finally results have been declared at 9.15 p.m.

25 out of 37 were selected. but fortunately I was rejected.",2,bad
Siemens Energy and Automation's Employee Satisfaction Survey Increased Several Points This Year,5,good
Not a bad place to excel in sales technique,2,bad
Learning to challenge yourself to do more efficient work,4,good
They think they are 5 star with paper napkins and plastic plates,2,bad
It's my first company i am grateful that they gave me a chance to start my career,4,good
Almost all of your success (or failure) is due to forces beyond your control,2,bad
"New hires, Don't buy a house for 3 years (until you are vested), Then decide if you wish to stay.",1,bad
"Great company, lots of support and free resources, flexible schedule",5,good
"Great people, but company acquisitions seem to cause growing pains.",4,good
"Great place to work if you want a ""Hobby Job""",4,good
Hcl is right place for job as policy wise and employee friendly,5,good
I feel too much was expected from you for such little pay.,2,bad
Good environment to learn and grow as a fresher.,4,good
Don't go there if your mental health is more important than money,1,bad
Frustrating to watch lack of investment cripple good business opportunities in APAC,2,bad
"Farmers is an old company. With that being said, they have some old ideas about how to do business.",2,bad
"Have extensive knowledge of STLC, Web Services testing, Manual testing and QA activities.",4,good
Couldn’t be happier - A diverse and progressive company,5,good
Company is not organized and managers need management schooling,1,bad
great pay but not a freindly place to work,2,bad
Not the best. The local people and management are great it's corporate who thinks cheaper is always better.,2,bad
Looks like Delta forgot emotional maturity above the wing,2,bad
"Once you are able to get into the UM system, it is a great place to grow as you get a wide range of experience.",4,good
Very good opportunity to succeed! Is what you make it as commissioned sales go but well staffed and and structured.,5,good
Great 3 years with full of fun and nice experience,5,good
"Doing the work, but a long way to go",4,good
"Not great for full time, okay for part time",1,bad
Its good if you have someone rooting for you in management,2,bad
Great environment to develop and refine B2B inside sales skills.,5,good
"Making pizzas, wings, answering phones, cleaning, customer service, register, dishes",4,good
Good culture and best company to start your career,5,good
Just a shadow of what it used to be,1,bad
Good job for people in school but not sustainable pay otherwise,2,bad
Amazing place to work - Unparalleled access and exposure to interesting problems and the smartest people,5,good
"It was all about the money, they had no respect for their staff",1,bad
"Diverse team member base, transparent leadership, accessible problem solving and resolution.",4,good
A company of great heritage & culture but sadly wheels came off,4,good
It is a good place to work in Chile,5,good
"Great if you are a scientist, but not if you are in professional support in this matrixed, disjointed institution.",2,bad
Great company to work at; many perks and generous benefits,5,good
The hiring process is a scam - READ CAREFULLY,1,bad
Still working for Morrison after 10 Years and loving it,5,good
Good job for recent college grads; and good growth potential,4,good
"Overall, great place to work! Your experience is largely boss dependent",4,good
A good learning experience and would do it again.,1,bad
company is full of incompetence at management levels... most of the people who knew what they are doing are gone.,1,bad
"Absolutely horrible if you are not the right person to work there. The ""Rank"" only looks out for there own back. It is n",1,bad
"Used to work for a great airline, then I worked here...same uniform!",1,bad
"20 years of experience: SAP, Linux, Unix, Windows Server, Oracle, Hana db, S/4 hana.",5,good
Very internally focused org... About who you butter up.  Like a high school popularity contest,1,bad
"Brilliant culture and great capability, but it is still a consultancy",5,good
if you dont want respect or recogntion and little pay this is the place to work,1,bad
"Looking for an opportunity to grow in your career, this is the company for you!",4,good
"CGS has real potential, BUT it likely will become VERY hard to grow further mid/long term.",2,bad
You're a patsy for a billionaire who's dismantling the company,2,bad
"Too much work, responsibility, and drama for the pay",2,bad
UW-IT is a great place to work as a student!,5,good
L'Oreal Way... my learning experience peaked after one year,2,bad
Great place to work!  Leading the customer experience post sale.........,5,good
One More Review- Maybe Someone Who Can Do Something Will See A Pattern,2,bad
It was easy work assembling papers but my boss was terribly unfair.,2,bad
A great place to work and grow in your career,5,good
Very easy job but not a long term one,4,good
I love working here. The people I work with make my experience here very enjoyable.,5,good
No balance of life and career-much too much political BS at VS,2,bad
"CEO sees himself as the ""smartest man in the room"" and is not open to any other point of view",1,bad
The grass is not greener on the other side.,2,bad
It's all good until you get a bad manager,4,good
High turnover due to ilit being a dead end job with no standards,1,bad
A company that lost their soul along the way.,1,bad
Accenture is the best place for learning either  you are inexperienced or experienced job seeker,4,good
ShopHQ and The U.S.S. Caine with Lieutenant Commander Philip Francis Queeg,1,bad
The best company on earth and by far the most security a non-Union friendly company can offer,5,good
SAIC is a good solid company to work for.,4,good
"Continuously growing, expanding my skills outside of my comfort zone and have an impact across the organization",5,good
"Stressful, no clearly defined goals or the goals continued to change before projects are completed.",2,bad
It’s a public university with an above average campus; giving a good education at a fair price.,5,good
good company to work for career opportunity good structure,5,good
Great Experience to Learn Under Guidance Of Vikas Gupta,5,good
"Great team environment, lots of opportunities to learn and grow!",5,good
"Great people and atmosphere, BUT they have go 0 clue on career paths and goals.",2,bad
Working as a software Engineer since more than 2 years,5,good
Great place to be a postdoc if you find a group that you fit well in,4,good
I don't expect GT to be around much longer.,2,bad
piles of poop passed down from top levels to low-paid employees,2,bad
There is a genral acceptance of mediocrity in management and overhead functions to maintain the status quo.,2,bad
Grateful for my 2 years at Plaza Medical Centers (PMC),5,good
I worked at BMH for 40 years and I enjoyed it,5,good
A company that honestly tells its employees: you are no good,2,bad
IBM is one of the best cool balanced life traveling company in this world,5,good
If you have empathy this is not the job for you!,5,good
"I now understand the old saying "" I got Railroaded""",2,bad
Great company but not a great team to work with,1,bad
"Old, outdated, short sighted law firm: Would not recommend.",1,bad
Good place when legends ran it but so so today,2,bad
Great Career Path & Golden Opportunity to shape your career,5,good
I worked as an intern and had a very positive experience.,5,good
Join here only if you want to get fired,1,bad
"Too much to do, not enough time to do it!",1,bad
"Interesting and complex products, but management culture is slowly imploding the company's future",2,bad
High pay but not a positive environment to work at,2,bad
Never Ever join this organisation. I repeat under no circumstances join this organization,1,bad
CSV consultant having 4.5 years of experience in Pharmaceutical industry. 3 Years of expeience in CSV Activity,5,good
Being in HR at Amazon is Not Fun Nor History Making--You Will Work Hard Though,2,bad
"Pay depends on location, easy job, poor management, bad benefits. Cons way outweigh the Pros.",2,bad
"Corrupt Plutocracy over-rewards those at the top at the cost of everyone else, including customers",1,bad
A Good Company that a Family Person can depend on,4,good
"Great expierence, but they are going through a lot of change",4,good
Culture has totally changed under  the new leadership and the change is not for the better.,2,bad
FOR THOSE WHO LIKE TO WORK HARD AND SOMEONE ELSE TAKES THE CREDIT,2,bad
quit as CCA after a month and some days..  applied again cause all else work sucks,2,bad
"Fantastic people, great intellectual environment, very good career accelerator",5,good
was able to work in 3 departments overall useful employee,4,good
"Prior to Sanofi's acquisition, Genzyme was a great company.",5,good
Better Work Environment in California and before the merger,2,bad
"Nice work culture , Got chance to learn new tech",5,good
"I love the people that I work with that help keep what we do positive, fun, and meaningful ...to me and our community.",4,good
Not a Trusting or Trusted Organization in Denver Market,2,bad
